EmployeeID	FacilitiesSatisfaction	RoleSatisfaction	HierarchySatisfaction	BalanceWork&Life
1211	1	3	4	Good
1212	3	4	3	Good
1213	2	4	3	Bad
1214	3	1	1	Good
1215	1	3	4	Good
1216	4	3	3	Medium
1217	2	3	2	Medium
1218	2	2	4	Good
1219	4	4	3	Good
1220	1	1	4	Bad
1221	2	4	2	Medium
1222	4	3	4	Good
1223	3	4	3	Good
1224	3	4	2	Good
1225	1	4	4	Medium
1226	3	3	1	Good
1227	4	1	2	Medium
1228	4	3	4	Good
1229	4	1	1	Good
1230	3	4	1	Good
1231	2	1	2	Good
1232	1	4	4	Good
1233	2	2	3	Good
1234	4	4	1	Good
1235	1	3	4	Good
1236	3	4	3	Good
1237	2	2	3	Good
1238	3	4	4	Good
1239	1	3	2	Good
1240	1	1	4	Good
1241	2	3	3	Good
1242	3	2	3	Medium
1243	4	4	2	Good
1244	2	1	4	Good
1245	1	3	2	Medium
1246	4	3	4	Good
1247	1	1	2	Medium
1248	3	2	3	Good
1249	4	3	3	Medium
1250	1	3	3	Good
1251	4	3	3	Good
1252	2	2	2	Good
1253	3	1	4	Good
1254	1	4	2	Great
1255	3	3	4	Good
1256	3	1	1	Medium
1257	4	3	2	Good
1258	4	4	2	Medium
1259	3	4	4	Good
1260	4	4	3	Great
1261	2	1	4	Great
1262	3	4	3	Good
1263	4	1	4	Good
1264	1	3	3	Medium
1265	2	2	1	Good
1266	4	4	4	Good
1267	1	3	4	Good
1268	2	1	3	Good
1269	4	3	1	Medium
1270	3	2	2	Good
1271	2	4	2	Good
1272	1	4	4	Good
1273	4	1	4	Good
1274	4	4	2	Good
1275	3	4	4	Great
1276	3	2	3	Good
1277	1	4	1	Good
1278	2	2	4	Good
1279	2	3	3	Good
1280	2	2	2	Medium
1281	3	3	4	Medium
1282	2	4	3	Medium
1283	2	3	1	Good
1284	4	3	2	Good
1285	2	1	2	Good
1286	4	4	3	Good
1287	3	4	1	Good
1288	3	1	1	Medium
1289	1	3	2	Good
1290	3	4	2	Medium
1291	4	3	4	Bad
1292	3	4	4	Good
1293	4	3	1	Medium
1294	3	1	1	Medium
1295	1	4	2	Good
1296	1	4	2	Good
1297	4	4	2	Good
1298	4	3	2	Good
1299	3	3	3	Great
1300	3	2	4	Good
1301	3	2	3	Good
1302	3	2	1	Good
1303	3	4	3	Good
1304	3	2	4	Medium
1305	2	3	2	Good
1306	4	4	3	Good
1307	1	4	3	Great
1308	1	4	3	Medium
1309	3	3	3	Good
1310	1	3	1	Good
1311	3	1	3	Good
1312	3	4	2	Bad
1313	3	3	3	Good
1314	4	2	4	Good
1315	2	1	3	Great
1316	4	2	4	Great
1317	2	4	3	Medium
1318	3	3	3	Good
1319	1	1	4	Good
1320	4	3	4	Good
1321	3	3	3	Good
1322	4	4	1	Good
1323	3	3	4	Great
1324	3	3	3	Good
1325	4	1	1	Great
1326	4	3	2	Bad
1327	3	2	3	Good
1328	2	1	4	Good
1329	1	3	4	Good
1330	2	3	4	Good
1331	4	3	4	Good
1332	1	4	3	Bad
1333	4	4	4	Medium
1334	1	2	3	Great
1335	4	4	1	Medium
1336	2	3	3	Good
1337	2	2	2	Good
1338	3	2	3	Good
1339	1	2	2	Medium
1340	4	2	2	Great
1341	1	1	2	Good
1342	4	2	4	Good
1343	4	3	1	Good
1344	2	2	4	Medium
1345	4	1	1	Good
1346	4	3	2	Great
1347	1	4	2	Good
1348	1	2	1	Bad
1349	2	4	3	Good
1350	1	3	2	Medium
1351	3	3	4	Good
1352	4	2	2	Good
1353	3	4	3	Good
1354	3	1	1	Medium
1355	4	4	3	Good
1356	1	3	3	Medium
1357	1	2	1	Good
1358	4	2	3	Good
1359	2	4	1	Good
1360	2	4	1	Good
1361	3	4	4	Medium
1362	3	4	4	Bad
1363	3	1	3	Good
1364	3	1	3	Good
1365	1	1	1	Bad
1366	4	2	1	Bad
1367	1	1	3	Good
1368	1	2	2	Great
1369	1	3	3	Great
1370	4	2	3	Medium
1371	4	4	3	Great
1372	3	3	4	Medium
1373	2	4	4	Good
1374	4	3	4	Good
1375	3	4	4	Good
1376	2	2	4	Good
1377	3	4	2	Good
1378	3	4	3	Great
1379	2	3	2	Good
1380	1	2	3	Great
1381	1	1	2	Great
1382	1	3	3	Medium
1383	3	3	2	Medium
1384	4	3	1	Good
1385	4	2	3	Good
1386	1	3	4	Bad
1387	3	2	2	Good
1388	3	1	2	Good
1389	3	3	1	Medium
1390	1	1	4	Good
1391	1	4	3	Bad
1392	1	4	1	Good
1393	2	3	1	Good
1394	3	3	3	Good
1395	4	4	4	Good
1396	3	4	4	Medium
1397	3	2	3	Good
1398	4	2	1	Good
1399	3	4	3	Great
1400	4	3	3	Good
1401	2	1	2	Good
1402	3	2	4	Bad
1403	1	3	1	Good
1404	4	1	3	Good
1405	2	4	3	Good
1406	3	3	4	Good
1407	3	1	2	Good
1408	2	2	2	Good
1409	3	1	3	Good
1410	4	1	3	Good
1411	4	2	4	Good
1412	4	2	4	Good
1413	4	4	2	Medium
1414	2	2	4	Good
1415	2	4	3	Medium
1416	4	2	1	Good
1417	2	3	3	Medium
1418	3	1	4	Good
1419	4	4	3	Medium
1420	1	2	1	Good
1421	1	1	1	Medium
1422	4	4	2	Good
1423	4	4	3	Good
1424	2	3	3	Medium
1425	1	4	3	Medium
1426	4	1	1	Medium
1427	4	3	2	Good
1428	3	4	4	Good
1429	4	1	2	Great
1430	3	1	3	Good
620	1	2	4	Medium
1431	2	4	3	Good
1432	4	3	4	Medium
1433	3	1	1	Great
1434	1	3	3	Bad
1435	1	2	2	Good
1436	3	3	3	Good
1437	4	3	1	Good
1438	2	3	1	Good
1439	1	3	2	Bad
1440	2	2	4	Good
1441	1	3	1	Good
1442	3	1	4	Medium
1443	2	1	3	Good
1444	3	1	3	Good
1445	3	4	2	Medium
1446	4	4	3	Medium
1447	4	3	1	Medium
1448	4	1	3	Good
1449	2	4	4	Good
1450	4	3	4	Good
